year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,price
2007.0,ford,taurus,good,6 cylinders,gas,255000.0,clean,automatic,fwd,sedan,custom,wi,900
2011.0,jeep,grand cherokee,good,6 cylinders,gas,173000.0,clean,automatic,4wd,sedan,white,ri,6200
2017.0,mercedes-benz,mercedesamg,good,8 cylinders,gas,33133.0,clean,automatic,rwd,sedan,black,nc,48590
2013.0,nissan,cube,good,4 cylinders,gas,44955.0,clean,automatic,fwd,wagon,white,tx,8983
2015.0,porsche,other,good,6 cylinders,gas,68239.0,clean,other,4wd,other,blue,ca,33990
2012.0,toyota,prius hybrid,good,4 cylinders,hybrid,169500.0,clean,automatic,fwd,hatchback,white,ga,7200
2008.0,honda,civic,good,6 cylinders,gas,140000.0,clean,automatic,4wd,sedan,white,ga,6000
2009.0,bmw,x5,good,6 cylinders,gas,87994.0,clean,automatic,4wd,SUV,black,nj,10495
2005.0,pontiac,grand am,good,6 cylinders,gas,145851.0,clean,automatic,fwd,sedan,white,co,3000
2019.0,honda,crv,good,4 cylinders,gas,17456.0,clean,automatic,fwd,SUV,red,ca,26346
2008.0,hyundai,tucson,excellent,6 cylinders,gas,189905.0,clean,automatic,4wd,SUV,silver,wa,4495
2002.0,toyota,4runner sr5,excellent,6 cylinders,gas,109443.0,clean,automatic,4wd,SUV,white,ca,13995
2003.0,ram,other,good,8 cylinders,gas,167604.0,clean,automatic,4wd,pickup,grey,or,10995
2010.0,ford,escape,good,4 cylinders,gas,119000.0,clean,automatic,fwd,SUV,silver,fl,6998
2019.0,ford,f150,good,6 cylinders,gas,8099.0,clean,automatic,rwd,truck,silver,tx,38500
2010.0,chevrolet,traverse,good,6 cylinders,gas,178632.0,clean,automatic,4wd,SUV,white,ky,8000
2013.0,dodge,challenger,good,6 cylinders,gas,113822.0,clean,automatic,rwd,coupe,red,fl,17998
2017.0,toyota,other,excellent,6 cylinders,gas,70179.0,clean,automatic,4wd,sedan,green,ny,0
2014.0,honda,accord,excellent,4 cylinders,gas,166382.0,clean,automatic,fwd,sedan,green,ca,14950
2012.0,nissan,altima,good,6 cylinders,gas,92000.0,clean,automatic,4wd,sedan,white,fl,5150
2018.0,toyota,camry hybrid le sedan 4d,good,6 cylinders,other,24527.0,clean,other,fwd,sedan,black,ga,21590
2013.0,infiniti,other,excellent,6 cylinders,gas,82000.0,clean,automatic,4wd,sedan,black,pa,14500
2016.0,dodge,durango,good,6 cylinders,gas,80743.0,clean,automatic,4wd,sedan,white,ma,99
2018.0,dodge,journey gt sport utility,excellent,4 cylinders,gas,48000.0,clean,automatic,fwd,SUV,black,oh,17500
2011.0,chevrolet,hhr lt,good,4 cylinders,gas,160000.0,clean,automatic,fwd,sedan,blue,ny,3200
2013.0,toyota,corolla,good,4 cylinders,gas,117809.0,clean,automatic,fwd,sedan,silver,ca,9950
2013.0,chevrolet,equinox,good,4 cylinders,gas,140513.0,clean,automatic,4wd,SUV,grey,co,9998
2016.0,jeep,wrangler unlimited sahara,good,6 cylinders,gas,49598.0,clean,automatic,4wd,SUV,black,wa,33999
2018.0,bmw,7 series 750i xdrive sedan,good,8 cylinders,gas,41115.0,clean,other,4wd,sedan,black,wi,52990
2000.0,porsche,911,excellent,6 cylinders,gas,59000.0,clean,manual,4wd,coupe,black,il,29000
2017.0,bmw,x4,excellent,6 cylinders,gas,123096.0,clean,automatic,4wd,wagon,blue,nj,25900
2011.0,ford,super duty f350 srw,good,8 cylinders,diesel,100762.0,clean,automatic,4wd,truck,white,or,32999
2020.0,nissan,altima,good,6 cylinders,gas,43373.0,clean,automatic,fwd,sedan,black,id,24988
2012.0,nissan,titan,excellent,6 cylinders,gas,105991.0,clean,automatic,4wd,pickup,black,or,19995
2016.0,ford,f150,good,8 cylinders,gas,139640.0,clean,automatic,4wd,pickup,white,nc,0
2020.0,ford,fusion se,like new,4 cylinders,gas,7467.0,rebuilt,automatic,fwd,coupe,silver,va,17000
2018.0,kia,sportage,good,6 cylinders,gas,54029.0,clean,automatic,4wd,sedan,white,mo,20000
2008.0,volkswagen,rabbit,excellent,6 cylinders,gas,152000.0,clean,automatic,4wd,sedan,white,az,5000
2000.0,toyota,avalon,good,6 cylinders,gas,210000.0,clean,automatic,4wd,sedan,white,tx,2950
2015.0,honda,fit lx hatchback 4d,good,6 cylinders,gas,43408.0,clean,other,fwd,hatchback,black,az,13990
2017.0,hyundai,accent,excellent,6 cylinders,gas,92601.0,clean,automatic,fwd,sedan,black,id,8995
2018.0,ford,f450sd,good,6 cylinders,gas,2268.0,clean,automatic,rwd,sedan,white,ca,79995
2010.0,mazda,5,good,6 cylinders,gas,100000.0,clean,automatic,4wd,sedan,white,fl,1500
2008.0,infiniti,m35,excellent,6 cylinders,gas,100425.0,clean,manual,4wd,sedan,grey,il,9995
2015.0,lexus,rx,excellent,6 cylinders,gas,70714.0,clean,automatic,4wd,SUV,silver,ca,364
2012.0,ford,mustang v6 premium,good,6 cylinders,gas,146954.0,clean,other,rwd,coupe,red,ca,0
2018.0,ford,other,good,6 cylinders,diesel,41380.0,clean,automatic,4wd,sedan,white,fl,32831
2002.0,ford,thunderbird,good,6 cylinders,gas,78640.0,clean,automatic,rwd,convertible,red,ca,12900
2014.0,nissan,sentra,excellent,4 cylinders,gas,66200.0,clean,automatic,fwd,sedan,grey,or,8600
2021.0,jeep,other,good,6 cylinders,gas,250.0,clean,automatic,4wd,wagon,white,co,80337
2013.0,jeep,wrangler unlimited,excellent,6 cylinders,gas,115623.0,clean,automatic,4wd,SUV,green,ca,22995
2012.0,ram,1500 sport,good,8 cylinders,other,44005.0,clean,other,rwd,sedan,blue,tx,0
2018.0,chevrolet,equinox,good,6 cylinders,gas,50549.0,clean,automatic,fwd,SUV,silver,oh,17882
2016.0,gmc,sierra,good,8 cylinders,diesel,120000.0,salvage,automatic,4wd,truck,white,ca,35000
2002.0,chevrolet,tahoe,good,8 cylinders,gas,120000.0,clean,automatic,4wd,SUV,white,ny,4800
2011.0,dodge,journey,good,6 cylinders,gas,94633.0,clean,automatic,4wd,hatchback,silver,ct,8795
2011.0,acura,tsx sedan 4d,good,6 cylinders,other,85757.0,clean,other,4wd,sedan,black,ct,12990
2019.0,chevrolet,silverado 1500 crew,good,8 cylinders,gas,20351.0,clean,other,4wd,pickup,red,pa,44990
2014.0,toyota,camry,good,4 cylinders,gas,76935.0,clean,automatic,rwd,sedan,silver,ca,14999
2009.0,ford,e150,good,6 cylinders,gas,107950.0,clean,automatic,rwd,other,white,tx,13980
2009.0,lexus,es 350,good,6 cylinders,gas,102078.0,clean,automatic,fwd,sedan,silver,ny,10990
2011.0,ford,taurus,good,6 cylinders,gas,110783.0,clean,automatic,fwd,sedan,black,fl,8488
2020.0,ford,other,good,6 cylinders,gas,2497.0,clean,automatic,4wd,pickup,silver,ak,40988
2014.0,ford,other,like new,6 cylinders,gas,130000.0,clean,automatic,4wd,sedan,white,vt,9500
2018.0,audi,s5 premium plus sedan 4d,good,6 cylinders,other,44054.0,clean,other,4wd,sedan,black,or,39990
2016.0,ford,f350 super duty lariat,good,6 cylinders,diesel,99575.0,clean,automatic,4wd,sedan,white,va,51902
2000.0,bmw,740il,excellent,8 cylinders,gas,168000.0,clean,automatic,rwd,sedan,white,ca,5900
2016.0,ford,f150,good,8 cylinders,gas,55606.0,clean,automatic,4wd,truck,blue,va,0
2017.0,gmc,acadia limited,good,6 cylinders,gas,86997.0,clean,automatic,fwd,SUV,red,nc,23000
2016.0,cadillac,xts luxury collection,good,6 cylinders,gas,90629.0,clean,other,4wd,sedan,white,tx,19990
2007.0,gmc,sierra 1500,excellent,8 cylinders,gas,179461.0,clean,automatic,4wd,truck,white,id,12891
2013.0,subaru,xv crosstrek premium,good,6 cylinders,gas,57371.0,clean,other,4wd,hatchback,blue,mo,17990
2011.0,ford,f150 fx4,good,6 cylinders,gas,121438.0,clean,automatic,4wd,other,white,va,21995
2013.0,kia,sorento,good,6 cylinders,gas,100210.0,clean,automatic,4wd,sedan,white,ca,7995
2018.0,gmc,terrain,good,6 cylinders,other,47861.0,clean,automatic,4wd,sedan,white,ca,28488
2011.0,nissan,rogue sv,excellent,6 cylinders,gas,99150.0,clean,automatic,4wd,SUV,grey,az,8999
2017.0,ford,f150 supercrew cab xlt,good,6 cylinders,other,15443.0,clean,automatic,4wd,pickup,red,al,36990
2015.0,chevrolet,corvette,excellent,8 cylinders,gas,7256.0,clean,automatic,rwd,coupe,yellow,tx,52875
1969.0,ford,other,good,8 cylinders,gas,100000.0,clean,automatic,rwd,convertible,blue,ia,7500
2008.0,nissan,altima,good,6 cylinders,gas,175500.0,clean,automatic,4wd,sedan,white,ny,3950
2017.0,chevrolet,trax ls,good,4 cylinders,gas,117991.0,clean,automatic,fwd,sedan,white,il,11990
2021.0,dodge,challenger sxt,good,6 cylinders,gas,10.0,clean,automatic,4wd,coupe,black,il,0
2008.0,dodge,charger rt,like new,8 cylinders,gas,93000.0,clean,automatic,rwd,sedan,black,fl,8750
2008.0,chevrolet,cobalt,good,6 cylinders,gas,178000.0,rebuilt,automatic,4wd,sedan,white,tx,2100
2015.0,volkswagen,passat,like new,6 cylinders,diesel,103000.0,clean,automatic,4wd,sedan,blue,tx,11000
2010.0,ford,other,excellent,8 cylinders,gas,85000.0,clean,automatic,4wd,truck,white,co,0
2009.0,toyota,camry hybrid,good,4 cylinders,gas,105321.0,clean,automatic,fwd,sedan,silver,md,7600
1998.0,dodge,durango,fair,8 cylinders,gas,195066.0,clean,automatic,4wd,SUV,silver,ca,1200
2015.0,toyota,sequoia sr5 sport utility,good,6 cylinders,other,67498.0,clean,other,4wd,other,white,nh,32990
2000.0,toyota,camry,fair,6 cylinders,gas,180000.0,clean,automatic,fwd,sedan,grey,or,2000
2012.0,jeep,other,good,6 cylinders,gas,155431.0,clean,manual,4wd,SUV,black,oh,18495
2017.0,ford,f650 sd,good,10 cylinders,gas,68655.0,clean,automatic,rwd,truck,white,nj,42990
2018.0,chevrolet,tahoe ls sport utility,good,8 cylinders,gas,31992.0,clean,other,4wd,SUV,black,ma,39990
2013.0,ford,focus,excellent,6 cylinders,gas,129452.0,clean,automatic,4wd,sedan,white,or,7990
2015.0,gmc,sierra 2500 hd crew cab,good,6 cylinders,gas,178853.0,clean,automatic,4wd,sedan,white,or,42995
2014.0,ford,f150,good,6 cylinders,gas,135680.0,clean,automatic,4wd,other,white,co,19977
2009.0,nissan,versa,excellent,4 cylinders,gas,180000.0,clean,automatic,fwd,other,white,wa,2800
2005.0,ford,escape,good,4 cylinders,hybrid,148958.0,clean,other,4wd,SUV,silver,co,6995
2014.0,gmc,sierra 1500,excellent,8 cylinders,gas,192403.0,clean,automatic,4wd,truck,grey,sd,16901
2012.0,ford,super duty f550 drw,good,8 cylinders,diesel,52307.0,clean,automatic,4wd,truck,white,vt,44990
2013.0,toyota,fj cruiser 4x4 gas suv,good,6 cylinders,gas,63251.0,clean,automatic,4wd,SUV,black,id,39999
2016.0,subaru,wrx sti sedan 4d,good,6 cylinders,other,21195.0,clean,other,4wd,sedan,white,va,32590
2007.0,saturn,vue,excellent,6 cylinders,gas,159000.0,clean,automatic,fwd,SUV,green,wi,4995
2012.0,mercedes-benz,other,good,6 cylinders,diesel,90872.0,clean,automatic,rwd,sedan,white,ca,348
2007.0,nissan,xterra s,good,6 cylinders,gas,179173.0,clean,automatic,rwd,SUV,silver,wa,6999
2005.0,chevrolet,express 3500,excellent,8 cylinders,gas,242123.0,clean,automatic,rwd,van,white,ca,7800
2009.0,lexus,is 250,excellent,6 cylinders,gas,66000.0,clean,automatic,4wd,sedan,black,ca,0
2015.0,volkswagen,other,good,4 cylinders,gas,87420.0,clean,automatic,fwd,sedan,white,or,193
2019.0,bmw,4 series 430i gran coupe,good,6 cylinders,gas,21635.0,clean,other,rwd,coupe,white,wv,29990
2009.0,chevrolet,aveo,good,6 cylinders,gas,129000.0,clean,manual,4wd,sedan,red,in,1000
2005.0,ford,other,excellent,10 cylinders,gas,124000.0,clean,automatic,rwd,van,white,oh,9500
2013.0,chevrolet,malibu,good,6 cylinders,gas,180000.0,clean,automatic,4wd,sedan,white,az,4400
2016.0,toyota,tacoma,excellent,4 cylinders,gas,104000.0,clean,automatic,rwd,truck,white,ia,17595
2013.0,hyundai,santa fe,good,4 cylinders,gas,69671.0,clean,automatic,fwd,SUV,green,mo,15997
2010.0,chevrolet,corvette grand sport,good,8 cylinders,other,56302.0,clean,other,rwd,other,red,ks,37990
2003.0,toyota,other,excellent,4 cylinders,gas,192000.0,clean,automatic,4wd,SUV,red,ca,4500
2004.0,infiniti,i35,good,6 cylinders,gas,160000.0,clean,automatic,4wd,sedan,white,nj,2500
2005.0,subaru,outback 25i,good,6 cylinders,gas,246282.0,clean,automatic,4wd,sedan,white,nc,3950
2018.0,gmc,terrain,like new,6 cylinders,gas,22000.0,rebuilt,automatic,4wd,sedan,white,fl,16900
2017.0,subaru,legacy 25i premium,excellent,4 cylinders,gas,64800.0,clean,automatic,4wd,sedan,red,ny,12995
1967.0,dodge,charger,good,6 cylinders,gas,36000.0,clean,automatic,4wd,sedan,white,ma,25000
2018.0,ford,escape,excellent,6 cylinders,gas,28760.0,clean,automatic,4wd,SUV,black,ny,0
2008.0,kia,other,good,6 cylinders,gas,142742.0,clean,automatic,4wd,sedan,white,nc,4500
1997.0,ford,f350,fair,8 cylinders,diesel,250000.0,clean,automatic,4wd,offroad,custom,co,5000
2014.0,acura,rdx,like new,6 cylinders,gas,86805.0,clean,automatic,fwd,SUV,white,fl,3800
1989.0,jeep,wrangler,good,6 cylinders,gas,35585.0,clean,manual,4wd,sedan,blue,nj,26900
2009.0,ford,edge,good,6 cylinders,gas,147607.0,clean,automatic,4wd,SUV,white,pa,8995
2011.0,honda,crv ex,good,6 cylinders,gas,165103.0,clean,automatic,4wd,sedan,blue,oh,7600
2014.0,mazda,mazda3 i touring hatchback,good,6 cylinders,gas,28647.0,clean,other,fwd,hatchback,white,la,15990
2014.0,lexus,is 250,good,6 cylinders,gas,40477.0,clean,automatic,4wd,sedan,black,tx,23997
2011.0,toyota,prius,excellent,6 cylinders,hybrid,127420.0,clean,automatic,4wd,sedan,white,ok,9000
1966.0,ford,mustang,good,6 cylinders,gas,81255.0,clean,automatic,4wd,sedan,white,tn,6500
2012.0,bmw,m3 convertible 2d,good,8 cylinders,gas,70703.0,clean,other,rwd,other,silver,nh,28990
1988.0,gmc,gmt400,good,6 cylinders,gas,270000.0,clean,manual,4wd,pickup,silver,sd,4500
2012.0,toyota,fj cruiser 4x4,good,6 cylinders,gas,131000.0,clean,automatic,4wd,SUV,black,ca,1
2013.0,honda,pilot touring,excellent,6 cylinders,gas,79750.0,clean,automatic,4wd,sedan,black,wa,21500
2012.0,buick,verano,good,4 cylinders,gas,143495.0,clean,automatic,fwd,sedan,silver,nc,0
2020.0,ram,other,good,6 cylinders,diesel,30238.0,clean,automatic,4wd,truck,white,ca,0
2002.0,chevrolet,camaro ss,like new,8 cylinders,gas,24000.0,clean,automatic,rwd,convertible,silver,sc,19500
2017.0,hyundai,sonata,good,6 cylinders,gas,39429.0,clean,automatic,fwd,sedan,white,oh,15688
2016.0,audi,a3,good,4 cylinders,gas,28145.0,clean,automatic,4wd,sedan,grey,hi,22500
2003.0,honda,s2000,excellent,4 cylinders,gas,138000.0,clean,manual,rwd,convertible,silver,tx,17000
2018.0,kia,other,excellent,4 cylinders,gas,65900.0,clean,automatic,fwd,wagon,white,ks,0
2019.0,lincoln,nautilus reserve sport,good,6 cylinders,gas,31447.0,clean,other,4wd,SUV,brown,ca,38590
2003.0,subaru,other,good,6 cylinders,gas,211775.0,clean,automatic,4wd,wagon,white,co,3988
2002.0,nissan,other,good,6 cylinders,gas,206000.0,clean,automatic,4wd,SUV,white,ar,3850
2013.0,honda,crv ex sport utility 4d,good,6 cylinders,gas,78496.0,clean,other,4wd,SUV,red,in,15990
2002.0,chevrolet,express,good,8 cylinders,gas,161345.0,clean,automatic,rwd,van,red,ia,7900
2007.0,dodge,other,excellent,6 cylinders,gas,127953.0,clean,automatic,4wd,SUV,blue,co,9999
2017.0,ram,other,good,6 cylinders,gas,64266.0,clean,automatic,4wd,sedan,white,vt,21995
2016.0,ford,fusion se,excellent,4 cylinders,gas,34000.0,clean,other,4wd,sedan,red,mi,14950
2005.0,toyota,camry,good,4 cylinders,gas,211000.0,clean,automatic,fwd,sedan,grey,ma,4500
2015.0,chrysler,town country,excellent,6 cylinders,gas,128500.0,clean,automatic,fwd,mini-van,white,wi,10500
2008.0,ford,escape,excellent,6 cylinders,gas,109547.0,clean,automatic,4wd,SUV,white,wi,7990
2006.0,ford,f350 lariat,excellent,8 cylinders,diesel,80000.0,clean,automatic,4wd,truck,blue,nm,31000
2014.0,volkswagen,other,good,6 cylinders,gas,46000.0,clean,automatic,4wd,sedan,white,fl,11995
2003.0,audi,a4,good,4 cylinders,gas,109870.0,clean,automatic,fwd,convertible,blue,tn,4250
2013.0,cadillac,ctsv,excellent,8 cylinders,gas,170000.0,clean,automatic,rwd,sedan,grey,ks,30000
2018.0,gmc,sierra 3500,good,8 cylinders,diesel,64200.0,clean,automatic,4wd,truck,white,wa,806
2005.0,lexus,rx 330,good,6 cylinders,gas,132232.0,clean,automatic,4wd,SUV,blue,va,9800
1993.0,honda,civic,good,4 cylinders,gas,180000.0,clean,manual,fwd,coupe,white,wa,1500
2017.0,jeep,wrangler unlimited sport,good,6 cylinders,gas,26965.0,clean,other,4wd,SUV,white,wi,29990
2013.0,gmc,sierra,excellent,8 cylinders,gas,115000.0,clean,automatic,4wd,pickup,blue,mi,17900
2016.0,ford,expedition,good,6 cylinders,gas,79868.0,clean,automatic,4wd,sedan,white,tx,32500
2003.0,pontiac,other,like new,4 cylinders,gas,59000.0,clean,automatic,fwd,coupe,blue,nj,4295
2010.0,toyota,camry,good,4 cylinders,gas,178000.0,clean,automatic,fwd,sedan,white,fl,4000
2017.0,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,31728.0,clean,other,4wd,pickup,white,al,34990
2010.0,gmc,acadia,good,6 cylinders,gas,182281.0,clean,automatic,4wd,SUV,silver,co,6949
2004.0,ford,super duty f350 srw,excellent,8 cylinders,diesel,247395.0,clean,automatic,4wd,truck,white,or,11995
2006.0,toyota,corolla ce,good,4 cylinders,gas,198034.0,clean,automatic,fwd,sedan,white,co,4995
2011.0,kia,optima hybrid,excellent,4 cylinders,hybrid,156975.0,clean,automatic,fwd,sedan,silver,ut,6995
2017.0,jeep,compass,good,6 cylinders,gas,72034.0,clean,automatic,fwd,SUV,black,fl,13450
2017.0,dodge,other,excellent,6 cylinders,gas,92000.0,clean,automatic,4wd,SUV,white,il,19995
2014.0,chevrolet,silverado 1500 ltz z71,good,6 cylinders,gas,77127.0,clean,automatic,4wd,truck,silver,id,0
2020.0,buick,envision,good,6 cylinders,gas,5015.0,clean,automatic,fwd,sedan,white,tx,29995
2008.0,toyota,tundra,good,6 cylinders,gas,236525.0,clean,automatic,rwd,truck,white,tx,3999
2016.0,ford,f250 lariat,excellent,6 cylinders,gas,41604.0,clean,automatic,4wd,sedan,white,oh,39396
2013.0,ford,f150,good,6 cylinders,other,235801.0,clean,automatic,4wd,sedan,white,mt,0
1990.0,chevrolet,other,good,3 cylinders,gas,28531.0,clean,automatic,4wd,sedan,white,az,750
2014.0,gmc,sierra 1500,good,8 cylinders,gas,85741.0,clean,automatic,4wd,truck,blue,mt,35980
2013.0,ford,f150 supercrew cab xlt,good,8 cylinders,gas,110000.0,clean,automatic,rwd,pickup,green,ca,16000
2018.0,toyota,camry,good,4 cylinders,gas,43086.0,clean,automatic,fwd,sedan,silver,fl,19690
2010.0,ram,2500,excellent,6 cylinders,diesel,89455.0,clean,automatic,4wd,pickup,black,oh,34995
2015.0,ford,transit connect xl,good,6 cylinders,gas,84000.0,rebuilt,automatic,4wd,sedan,white,fl,10495
2017.0,toyota,rav4,good,4 cylinders,gas,48242.0,clean,automatic,4wd,SUV,silver,mi,19994
2000.0,chevrolet,3500,good,8 cylinders,gas,224000.0,clean,automatic,rwd,truck,white,tn,4995
2017.0,ford,taurus limited sedan 4d,good,6 cylinders,other,31004.0,clean,automatic,fwd,sedan,silver,ny,18990
2017.0,nissan,altima,like new,4 cylinders,gas,57632.0,clean,automatic,fwd,sedan,black,co,18649
2012.0,ford,focus,good,4 cylinders,gas,157920.0,clean,automatic,fwd,sedan,blue,oh,6295
2003.0,gmc,envoy,excellent,6 cylinders,gas,82824.0,clean,automatic,4wd,SUV,white,ri,5800
2010.0,chevrolet,impala,excellent,6 cylinders,gas,74555.0,clean,automatic,fwd,other,blue,ct,7450
2005.0,gmc,other,good,8 cylinders,gas,81817.0,clean,automatic,rwd,truck,white,ca,0
2018.0,jeep,compass sport,good,4 cylinders,gas,68837.0,clean,automatic,4wd,SUV,white,or,243
2012.0,mitsubishi,outlander sport,excellent,4 cylinders,gas,84000.0,clean,automatic,4wd,SUV,black,pa,10900
2007.0,bmw,x5,good,6 cylinders,gas,104609.0,clean,automatic,4wd,SUV,white,va,9195
2018.0,volvo,other,good,4 cylinders,gas,43069.0,clean,automatic,4wd,sedan,black,az,37000
2012.0,ram,2500,good,6 cylinders,diesel,193000.0,clean,automatic,4wd,sedan,grey,oh,24900
2012.0,toyota,other,good,4 cylinders,gas,118091.0,clean,automatic,fwd,hatchback,grey,ca,6999
2017.0,mazda,mazda3,good,4 cylinders,gas,68775.0,clean,manual,fwd,sedan,white,wa,13199
2009.0,honda,fit sport,good,4 cylinders,gas,191000.0,clean,manual,fwd,hatchback,silver,co,3800
2014.0,ford,f350 super duty,like new,8 cylinders,diesel,105000.0,clean,automatic,4wd,sedan,red,ne,44000
2015.0,gmc,other,good,8 cylinders,other,64728.0,clean,automatic,4wd,pickup,black,md,39995
2019.0,gmc,other,good,8 cylinders,other,27800.0,clean,automatic,4wd,pickup,black,ma,475
2016.0,nissan,altima 35 sl,like new,6 cylinders,gas,73000.0,clean,automatic,fwd,sedan,silver,ny,10999
2005.0,chevrolet,van,good,8 cylinders,gas,257000.0,clean,automatic,rwd,van,white,or,5500
2018.0,chevrolet,silverado 1500,like new,8 cylinders,gas,28750.0,clean,automatic,4wd,pickup,white,pa,1
2013.0,bmw,other,excellent,6 cylinders,gas,165500.0,clean,automatic,rwd,sedan,blue,nc,12000
2014.0,jeep,wrangler unlimi,excellent,6 cylinders,gas,78502.0,clean,automatic,4wd,SUV,white,oh,26999
2018.0,volkswagen,tiguan 20t s 4motion,good,6 cylinders,gas,19974.0,clean,other,4wd,other,blue,il,20990
2012.0,dodge,grand caravan passenger,good,6 cylinders,other,125229.0,clean,automatic,fwd,other,black,ca,7950
2017.0,hyundai,sonata,good,6 cylinders,gas,155808.0,clean,automatic,4wd,sedan,blue,fl,11990
2015.0,honda,pilot,good,6 cylinders,gas,106000.0,clean,automatic,4wd,sedan,white,ri,800
1998.0,cadillac,deville,good,8 cylinders,gas,113651.0,clean,automatic,fwd,sedan,white,wa,3000
2008.0,bmw,other,excellent,6 cylinders,gas,69120.0,clean,automatic,4wd,sedan,blue,il,14995
2001.0,ford,f250,good,10 cylinders,gas,145000.0,clean,manual,4wd,pickup,blue,sc,10000
2018.0,mitsubishi,outlander phev sel,good,6 cylinders,other,44422.0,clean,other,4wd,SUV,white,az,21590
2014.0,ford,other,good,4 cylinders,gas,144624.0,clean,manual,fwd,hatchback,white,mn,8500
2012.0,buick,enclave leather,excellent,6 cylinders,gas,106214.0,clean,automatic,fwd,sedan,silver,nc,11000
2000.0,chrysler,other,excellent,6 cylinders,gas,58300.0,clean,automatic,fwd,sedan,white,nc,2450
2013.0,ford,f150,good,6 cylinders,gas,97259.0,clean,automatic,4wd,pickup,white,ca,21900
